"","category_intercell_source","source_genesymbol","target_genesymbol"
"1860","ligand","DKK1","KREMEN1"
"1861","ligand","SEMA3D","NRP1"
"1862","ligand","SEMA3D","PLXNA2"
"1863","ligand","SEMA3D","NRP1"
"1864","ligand","SEMA3D","PLXNA3"
"1865","ligand","SEMA3D","NRP1"
"1866","ligand","SEMA3D","PLXNA4"
"1867","ligand","SEMA3D","NRP1"
"1868","ligand","SEMA3D","PLXNA1"
"1869","ligand","SEMA3D","NRP2"
"1870","ligand","SEMA3D","PLXNA2"
"1871","ligand","SEMA3D","NRP2"
"1872","ligand","SEMA3D","PLXNA3"
"1873","ligand","SEMA3D","NRP2"
"1874","ligand","SEMA3D","PLXNA4"
"1875","ligand","SEMA3D","NRP2"
"1876","ligand","SEMA3D","PLXNA1"
"1877","ligand","SEMA3D","PLXND1"
"1878","ligand","NXPH2","NRXN1"
"1879","ligand","NXPH3","NRXN1"
"1880","ligand","NXPH3","NRXN3"
"1881","ligand","NXPH3","NRXN2"
"1882","ligand","CCN4","ITGB1"
"1883","ligand","CCN4","ITGA5"
"1884","ligand","GDF11","ACVR1B"
"1885","ligand","GDF11","ACVR2A"
"1886","ligand","GDF11","ACVR2A"
"1887","ligand","GDF11","TGFBR1"
"1888","ligand","GDF11","ACVR1B"
"1889","ligand","GDF11","ACVR2B"
"1890","ligand","GDF11","ACVR2B"
"1891","ligand","GDF11","TGFBR1"
"1892","ligand","GDF11","BMPR1B"
"1893","ligand","GDF11","BMPR1A"
"1894","ligand","GDF11","BMPR2"
"1895","ligand","GDF11","ANTXR1"
"1896","ligand","BMP10","ACVR2A"
"1897","ligand","BMP10","ACVRL1"
"1898","ligand","BMP10","ACVR2B"
"1899","ligand","BMP10","ACVRL1"
"1900","ligand","BMP10","ACVRL1"
"1901","ligand","BMP10","BMPR2"
"1902","ligand","BMP10","BMPR1B"
"1903","ligand","BMP10","FFAR2"
"1904","ligand","BMP10","BMPR1A"
"1905","ligand","BMP10","KIR2DL3"
"1906","ligand","BMP10","KIR3DL1"
"1907","ligand","BMP10","KIR3DS1"
"1908","ligand","BMP10","GPR152"
"1909","ligand","BMP10","VSIR"
"1910","ligand","UTS2","UTS2R"
"1911","ligand","NTN1","UNC5C"
"1912","ligand","NTN1","ADORA2B"
"1913","ligand","NTN1","MCAM"
"1914","ligand","NTN1","DCC"
"1915","ligand","NTN1","UNC5D"
"1916","ligand","NTN1","UNC5A"
"1917","ligand","NTN1","UNC5B"
"1918","ligand","NTN1","NEO1"
"1919","ligand","CXCL14","CXCR4"
"1920","ligand","FGF19","FGFR1"
"1921","ligand","FGF19","FGFR2"
"1922","ligand","FGF19","FGFR4"
"1923","ligand","FGF19","FGFR3"
"1924","ligand","FGF19","KLB"
"1925","ligand","IL33","IL1RAP"
"1926","ligand","IL33","IL1RL1"
"1927","ligand","CER1","MRC2"
"1928","ligand","ANGPTL1","LILRB3"
"1929","ligand","ANGPTL1","TEK"
"1930","ligand","OLFM2","ROBO2"
"1931","ligand","LGI1","ADAM23"
"1932","ligand","LGI1","RTN4R"
"1933","ligand","BMP15","BMPR1B"
"1934","ligand","BMP15","BMPR2"
"1935","ligand","BMP15","ACVR2A"
"1936","ligand","BMP15","BMPR1A"
"1937","ligand","WNT11","FZD9"
"1938","ligand","WNT11","MUSK"
"1939","ligand","WNT11","FZD6"
"1940","ligand","WNT11","FZD7"
"1941","ligand","WNT11","FZD5"
"1942","ligand","WNT11","FZD2"
"1943","ligand","WNT11","FZD8"
"1944","ligand","WNT11","FZD3"
"1945","ligand","WNT11","FZD4"
"1946","ligand","WNT11","FZD10"
"1947","ligand","HP","TLR4"
"1948","ligand","HP","ITGB2"
"1949","ligand","HP","ASGR1"
"1950","ligand","HP","ASGR2"
"1951","ligand","HP","ITGAM"
"1952","ligand","HP","CD22"
"1953","ligand","HP","CD163"
"1954","ligand","PLG","F2RL2"
"1955","ligand","PLG","ITGB2"
"1956","ligand","PLG","ITGB1"
"1957","ligand","PLG","ITGAM"
"1958","ligand","PLG","IGF2R"
"1959","ligand","PLG","F3"
"1960","ligand","PLG","FLT1"
"1961","ligand","PLG","F2R"
"1962","ligand","PLG","F2RL1"
"1963","ligand","PLG","PLAUR"
"1964","ligand","PLG","ITGA9"
"1965","ligand","PLG","PARD3"
"1966","ligand","PLG","F2RL3"
"1967","ligand","AGT","MAS1"
"1968","ligand","AGT","ADRA2A"
"1969","ligand","AGT","AGTR1"
"1970","ligand","AGT","MTNR1A"
"1971","ligand","AGT","AGTR2"
"1972","ligand","AGT","LRP2"
"1973","ligand","AGT","GRM7"
"1974","ligand","KNG1","ITGB2"
"1975","ligand","KNG1","GP1BA"
"1976","ligand","KNG1","ADRA2A"
"1977","ligand","KNG1","ITGAM"
"1978","ligand","KNG1","BDKRB2"
"1979","ligand","KNG1","SDC2"
"1980","ligand","KNG1","BDKRB1"
"1981","ligand","KNG1","MTNR1A"
"1982","ligand","KNG1","PLAUR"
"1983","ligand","KNG1","GRM7"
"1984","ligand","KNG1","GPR135"
"1985","ligand","KNG1","RXFP4"
"1986","ligand","KNG1","CD93"
"1987","ligand","PDGFB","PDGFRA"
"1988","ligand","PDGFB","PDGFRB"
"1989","ligand","PDGFB","ITGAV"
"1990","ligand","PDGFB","S1PR1"
"1991","ligand","PDGFB","LRP1"
"1992","ligand","PDGFB","ADGRV1"
"1993","ligand","EGF","EGFR"
"1994","ligand","EGF","ERBB2"
"1995","ligand","EGF","NRP1"
"1996","ligand","EGF","LDLR"
"1997","ligand","EGF","ADRB2"
"1998","ligand","EGF","ERBB3"
"1999","ligand","EGF","FSHR"
"2000","ligand","EGF","AXL"
"2001","ligand","EGF","LRP2"
"2002","ligand","EGF","ERBB4"
"2003","ligand","TGFB1","ITGAV"
"2004","ligand","TGFB1","ITGB6"
"2005","ligand","TGFB1","ACVR1B"
"2006","ligand","TGFB1","TGFBR2"
"2007","ligand","TGFB1","TGFBR1"
"2008","ligand","TGFB1","TGFBR2"
"2009","ligand","TGFB1","ACVR1"
"2010","ligand","TGFB1","TGFBR1"
"2011","ligand","TGFB1","TGFBR2"
"2012","ligand","TGFB1","ACVR1"
"2013","ligand","TGFB1","TGFBR2"
"2014","ligand","TGFB1","ACVR1C"
"2015","ligand","TGFB1","TGFBR2"
"2016","ligand","TGFB1","EGFR"
"2017","ligand","TGFB1","ITGB3"
"2018","ligand","TGFB1","ITGB1"
"2019","ligand","TGFB1","ITGB5"
"2020","ligand","TGFB1","ITGB8"
"2021","ligand","TGFB1","SDC2"
"2022","ligand","TGFB1","ACVRL1"
"2023","ligand","TGFB1","CXCR4"
"2024","ligand","TGFB1","TGFBR3"
"2025","ligand","TGFB1","VASN"
"2026","ligand","NGF","NTRK1"
"2027","ligand","NGF","NGFR"
"2028","ligand","NGF","SORCS2"
"2029","ligand","NPPA","NPR1"
"2030","ligand","NPPA","NPR3"
"2031","ligand","NPPA","NPR2"
"2032","ligand","OXT","AVPR2"
"2033","ligand","OXT","OXTR"
"2034","ligand","OXT","AVPR1A"
"2035","ligand","OXT","AVPR1B"
"2036","ligand","AVP","RAMP2"
"2037","ligand","AVP","RAMP3"
"2038","ligand","AVP","LDLR"
"2039","ligand","AVP","ADRB2"
"2040","ligand","AVP","ADRB3"
"2041","ligand","AVP","TSHR"
"2042","ligand","AVP","AVPR2"
"2043","ligand","AVP","OXTR"
"2044","ligand","AVP","VIPR1"
"2045","ligand","AVP","AVPR1A"
"2046","ligand","AVP","ADCYAP1R1"
"2047","ligand","AVP","AVPR1B"
"2048","ligand","AVP","LRP2"
"2049","ligand","AVP","PTH1R"
"2050","ligand","AVP","GPR20"
"2051","ligand","AVP","GPR84"
"2052","ligand","POMC","RAMP2"
"2053","ligand","POMC","RAMP3"
"2054","ligand","POMC","ADRB2"
"2055","ligand","POMC","ADRA2A"
"2056","ligand","POMC","ADRB3"
"2057","ligand","POMC","TSHR"
"2058","ligand","POMC","VIPR1"
"2059","ligand","POMC","MC4R"
"2060","ligand","POMC","MC5R"
"2061","ligand","POMC","OPRM1"
"2062","ligand","POMC","OPRK1"
"2063","ligand","POMC","OPRL1"
"2064","ligand","POMC","ADCYAP1R1"
"2065","ligand","POMC","MC3R"
"2066","ligand","POMC","MTNR1A"
"2067","ligand","POMC","MC2R"
"2068","ligand","POMC","MC1R"
"2069","ligand","POMC","PTH1R"
"2070","ligand","POMC","GRM7"
"2071","ligand","POMC","GPR20"
"2072","ligand","POMC","GPR84"
"2073","ligand","PENK","ADRA2A"
"2074","ligand","PENK","OPRM1"
"2075","ligand","PENK","OPRK1"
"2076","ligand","PENK","OPRL1"
"2077","ligand","PENK","MTNR1A"
"2078","ligand","PENK","GRM7"
"2079","ligand","PENK","MRGPRX1"
"2080","ligand","PENK","OGFR"
"2081","ligand","PDYN","ADRA2A"
"2082","ligand","PDYN","OPRM1"
"2083","ligand","PDYN","OPRK1"
"2084","ligand","PDYN","OPRL1"
"2085","ligand","PDYN","MTNR1A"
"2086","ligand","PDYN","GRM7"
"2087","ligand","CGA","RAMP2"
"2088","ligand","CGA","RAMP3"
"2089","ligand","CGA","ADRB2"
"2090","ligand","CGA","ADRB3"
"2091","ligand","CGA","TSHR"
"2092","ligand","CGA","LHCGR"
"2093","ligand","CGA","FSHR"
"2094","ligand","CGA","VIPR1"
"2095","ligand","CGA","ADCYAP1R1"
"2096","ligand","CGA","PTH1R"
"2097","ligand","CGA","GPR20"
"2098","ligand","CGA","GPR84"
"2099","ligand","TSHB","RAMP2"
"2100","ligand","TSHB","RAMP3"
"2101","ligand","TSHB","ADRB2"
"2102","ligand","TSHB","ADRB3"
"2103","ligand","TSHB","TSHR"
"2104","ligand","TSHB","VIPR1"
"2105","ligand","TSHB","ADCYAP1R1"
"2106","ligand","TSHB","PTH1R"
"2107","ligand","TSHB","GPR20"
"2108","ligand","TSHB","GPR84"
"2109","ligand","FSHB","RAMP2"
"2110","ligand","FSHB","RAMP3"
"2111","ligand","FSHB","ADRB2"
"2112","ligand","FSHB","ADRB3"
"2113","ligand","FSHB","TSHR"
"2114","ligand","FSHB","FSHR"
"2115","ligand","FSHB","VIPR1"
"2116","ligand","FSHB","ADCYAP1R1"
"2117","ligand","FSHB","PTH1R"
"2118","ligand","FSHB","GPR20"
"2119","ligand","FSHB","GPR84"
"2120","ligand","LHB","RAMP2"
"2121","ligand","LHB","RAMP3"
"2122","ligand","LHB","ADRB2"
"2123","ligand","LHB","ADRB3"
"2124","ligand","LHB","TSHR"
"2125","ligand","LHB","LHCGR"
"2126","ligand","LHB","VIPR1"
"2127","ligand","LHB","ADCYAP1R1"
"2128","ligand","LHB","PTH1R"
"2129","ligand","LHB","GPR20"
"2130","ligand","LHB","GPR84"
"2131","ligand","PRL","PRLR"
"2132","ligand","GH1","GHR"
"2133","ligand","GH1","PRLR"
"2134","ligand","GH2","GHR"
"2135","ligand","CALCA","ADRB2"
"2136","ligand","CALCA","ADRB3"
"2137","ligand","CALCA","TSHR"
"2138","ligand","CALCA","VIPR1"
"2139","ligand","CALCA","ADCYAP1R1"
"2140","ligand","CALCA","PTH1R"
"2141","ligand","CALCA","GPR20"
"2142","ligand","CALCA","GPR84"
"2143","ligand","TG","TPO"
"2144","ligand","TG","ASGR1"
"2145","ligand","TG","LRP2"
"2146","ligand","PTH","RAMP2"
"2147","ligand","PTH","RAMP3"
"2148","ligand","PTH","LRP6"
"2149","ligand","PTH","ADRB2"
"2150","ligand","PTH","ADRB3"
"2151","ligand","PTH","TSHR"
"2152","ligand","PTH","VIPR1"
"2153","ligand","PTH","ADCYAP1R1"
"2154","ligand","PTH","PTH2R"
"2155","ligand","PTH","PTH1R"
"2156","ligand","PTH","GPR20"
"2157","ligand","PTH","GPR84"
"2158","ligand","GCG","RAMP2"
"2159","ligand","GCG","RAMP3"
"2160","ligand","GCG","GLP2R"
"2161","ligand","GCG","ADRB2"
"2162","ligand","GCG","ADRB3"
"2163","ligand","GCG","TSHR"
"2164","ligand","GCG","VIPR1"
"2165","ligand","GCG","ADCYAP1R1"
"2166","ligand","GCG","GLP1R"
"2167","ligand","GCG","GCGR"
"2168","ligand","GCG","GIPR"
"2169","ligand","GCG","PTH1R"
"2170","ligand","GCG","GPR20"
"2171","ligand","GCG","GPR84"
"2172","ligand","VIP","RAMP1"
"2173","ligand","VIP","RAMP2"
"2174","ligand","VIP","RAMP3"
"2175","ligand","VIP","ADRB2"
"2176","ligand","VIP","ADRB3"
"2177","ligand","VIP","TSHR"
"2178","ligand","VIP","NPR3"
"2179","ligand","VIP","VIPR1"
"2180","ligand","VIP","AVPR1A"
"2181","ligand","VIP","ADCYAP1R1"
"2182","ligand","VIP","VIPR2"
"2183","ligand","VIP","SCTR"
"2184","ligand","VIP","PTH1R"
"2185","ligand","VIP","GPR20"
"2186","ligand","VIP","GPR84"
"2187","ligand","GHRH","RAMP2"
"2188","ligand","GHRH","RAMP3"
"2189","ligand","GHRH","ADRB2"
"2190","ligand","GHRH","ADRB3"
"2191","ligand","GHRH","TSHR"
"2192","ligand","GHRH","VIPR1"
"2193","ligand","GHRH","ADCYAP1R1"
"2194","ligand","GHRH","VIPR2"
"2195","ligand","GHRH","GHRHR"
"2196","ligand","GHRH","PTH1R"
"2197","ligand","GHRH","GHSR"
"2198","ligand","GHRH","GPR20"
"2199","ligand","GHRH","GPR84"
"2200","ligand","PPY","ADRA2A"
"2201","ligand","PPY","NPY1R"
"2202","ligand","PPY","MTNR1A"
"2203","ligand","PPY","NPY2R"
"2204","ligand","PPY","NPY4R"
"2205","ligand","PPY","GRM7"
"2206","ligand","PPY","NPY5R"
"2207","ligand","PPY","NPY6R"
"2208","ligand","PPY","GPR83"
"2209","ligand","NPY","ADRA2A"
"2210","ligand","NPY","NPY1R"
"2211","ligand","NPY","MC4R"
"2212","ligand","NPY","MTNR1A"
"2213","ligand","NPY","NPY2R"
"2214","ligand","NPY","PRLHR"
"2215","ligand","NPY","NPY4R"
"2216","ligand","NPY","GRM7"
"2217","ligand","NPY","NPY5R"
"2218","ligand","NPY","NPY6R"
"2219","ligand","NPY","GPR83"
"2220","ligand","NPY","NPFFR2"
"2221","ligand","INS","INSR"
"2222","ligand","INS","IGF1R"
"2223","ligand","INS","LRP2"
"2224","ligand","INS","LILRB2"
"2225","ligand","INS","LILRB1"
"2226","ligand","IGF2","ITGAV"
"2227","ligand","IGF2","ITGB3"
"2228","ligand","IGF2","ITGA6"
"2229","ligand","IGF2","ITGB4"
"2230","ligand","IGF2","INSR"
"2231","ligand","IGF2","IGF1R"
"2232","ligand","IGF2","IGF2R"
"2233","ligand","IGF2","GPR152"
"2234","ligand","GAST","CCKBR"
"2235","ligand","GAST","KIR2DL3"
"2236","ligand","GAST","GPR152"
"2237","ligand","LTA","TNFRSF1A"
"2238","ligand","LTA","TNFRSF1B"
"2239","ligand","LTA","TNFRSF14"
"2240","ligand","IFNA1","IFNAR1"
"2241","ligand","IFNA1","IFNAR2"
"2242","ligand","IFNA1","CR2"
"2243","ligand","IFNA2","IFNAR1"
"2244","ligand","IFNA2","IFNAR2"
"2245","ligand","IFNA10","IFNAR1"
"2246","ligand","IFNA10","IFNAR2"
"2247","ligand","IFNA7","IFNAR1"
"2248","ligand","IFNA7","IFNAR2"
"2249","ligand","IFNA21","IFNAR1"
"2250","ligand","IFNA21","IFNAR2"
"2251","ligand","IFNA5","IFNAR1"
"2252","ligand","IFNA5","IFNAR2"
"2253","ligand","IFNA14","IFNAR1"
"2254","ligand","IFNA14","IFNAR2"
"2255","ligand","IFNA17","IFNAR1"
"2256","ligand","IFNA17","IFNAR2"
"2257","ligand","IFNB1","IFNAR1"
"2258","ligand","IFNB1","IFNAR2"
"2259","ligand","IFNG","IFNGR1"
"2260","ligand","IFNG","IFNGR2"
"2261","ligand","IL1A","IL1R1"
"2262","ligand","IL1A","IL1RAP"
"2263","ligand","IL1A","IL1R2"
"2264","ligand","IL1A","IL1RAP"
"2265","ligand","IL1B","IL1R1"
"2266","ligand","IL1B","IL1RAP"
"2267","ligand","IL1B","IL1R2"
"2268","ligand","IL1B","IL1RAP"
"2269","ligand","IL1B","ADRB2"
"2270","ligand","IL1B","SIGIRR"
"2271","ligand","EPO","EPOR"
"2272","ligand","EPO","EPHB4"
"2273","ligand","APOA1","LDLR"
"2274","ligand","APOA1","LRP2"
"2275","ligand","APOA1","LRP1"
"2276","ligand","APOE","LRP4"
"2277","ligand","APOE","LRP5"
"2278","ligand","APOE","LRP6"
"2279","ligand","APOE","LDLR"
"2280","ligand","APOE","SDC2"
"2281","ligand","APOE","VLDLR"
"2282","ligand","APOE","LRP2"
"2283","ligand","APOE","LRP1"
"2284","ligand","APOE","LRP8"
"2285","ligand","APOE","LSR"
"2286","ligand","APOE","SCARB1"
"2287","ligand","APOE","TREM2"
"2288","ligand","APOA2","LDLR"
"2289","ligand","APOA2","LRP2"
"2290","ligand","APOA2","LRP1"
"2291","ligand","APOC2","LDLR"
"2292","ligand","APOC2","LRP2"
"2293","ligand","APOC2","LRP1"
"2294","ligand","APOC3","TLR2"
"2295","ligand","APOC3","LDLR"
"2296","ligand","APOC3","SDC2"
"2297","ligand","APOC3","LRP2"
"2298","ligand","APOC3","LRP1"
"2299","ligand","ORM1","CCR5"
"2300","ligand","TTR","NGFR"
"2301","ligand","GC","LRP2"
"2302","ligand","PPBP","ADRA2A"
"2303","ligand","PPBP","CXCR1"
"2304","ligand","PPBP","CXCR2"
"2305","ligand","PPBP","MTNR1A"
"2306","ligand","PPBP","GRM7"
"2307","ligand","PPBP","ACKR1"
"2308","ligand","PF4","LDLR"
"2309","ligand","PF4","THBD"
"2310","ligand","PF4","ADRA2A"
"2311","ligand","PF4","FGFR2"
"2312","ligand","PF4","SDC2"
"2313","ligand","PF4","MTNR1A"
"2314","ligand","PF4","CXCR3"
"2315","ligand","PF4","LRP1"
"2316","ligand","PF4","GRM7"
"2317","ligand","PF4","ACKR1"
"2318","ligand","PF4","PROCR"
"2319","ligand","CXCL10","ADRA2A"
"2320","ligand","CXCL10","MTNR1A"
"2321","ligand","CXCL10","CXCR3"
"2322","ligand","CXCL10","CCR3"
"2323","ligand","CXCL10","GRM7"
"2324","ligand","CXCL10","ACKR1"
"2325","ligand","TF","LDLR"
"2326","ligand","TF","TFRC"
"2327","ligand","TF","ADRB2"
"2328","ligand","TF","LRP2"
"2329","ligand","TF","TFR2"
"2330","ligand","HPX","LRP1"
"2331","ligand","ANG","PLXNB2"
"2332","ligand","ANG","EGFR"
"2333","ligand","AMH","AMHR2"
"2334","ligand","AMH","BMPR1B"
"2335","ligand","AMH","AMHR2"
"2336","ligand","AMH","BMPR1A"
"2337","ligand","AMH","ACVR1"
"2338","ligand","AMH","AMHR2"
"2339","ligand","AMH","EGFR"
"2340","ligand","PDGFA","PDGFRB"
"2341","ligand","PDGFA","PDGFRA"
"2342","ligand","RLN2","RAMP2"
"2343","ligand","RLN2","RAMP3"
"2344","ligand","RLN2","ADRB2"
"2345","ligand","RLN2","ADRB3"
"2346","ligand","RLN2","TSHR"
"2347","ligand","RLN2","VIPR1"
"2348","ligand","RLN2","ADCYAP1R1"
"2349","ligand","RLN2","PTH1R"
"2350","ligand","RLN2","RXFP2"
"2351","ligand","RLN2","GPR20"
"2352","ligand","RLN2","RXFP1"
"2353","ligand","RLN2","GPR84"
"2354","ligand","RLN2","RXFP3"
"2355","ligand","APOB","TLR4"
"2356","ligand","APOB","LRP6"
"2357","ligand","APOB","LDLR"
"2358","ligand","APOB","ITGB2"
"2359","ligand","APOB","ADRB2"
"2360","ligand","APOB","ITGAM"
"2361","ligand","APOB","OLR1"
"2362","ligand","APOB","VLDLR"
"2363","ligand","APOB","LRP2"
"2364","ligand","APOB","LRP1"
"2365","ligand","APOB","LRP8"
"2366","ligand","APOB","LSR"
"2367","ligand","APOB","TLR6"
"2368","ligand","CSF2","CSF2RA"
"2369","ligand","CSF2","CSF2RB"
"2370","ligand","CSF2","ITGB1"
"2371","ligand","CSF2","CSF1R"
"2372","ligand","CSF2","IL3RA"
"2373","ligand","CSF2","SDC2"
"2374","ligand","CSF2","ITGA9"
"2375","ligand","CSF2","CSF3R"
"2376","ligand","TFF1","FCRL4"
"2377","ligand","WNT1","FZD9"
"2378","ligand","WNT1","LRP5"
"2379","ligand","WNT1","FZD9"
"2380","ligand","WNT1","LRP6"
"2381","ligand","WNT1","FZD6"
"2382","ligand","WNT1","LRP5"
"2383","ligand","WNT1","FZD6"
"2384","ligand","WNT1","LRP6"
"2385","ligand","WNT1","FZD7"
"2386","ligand","WNT1","LRP5"
"2387","ligand","WNT1","FZD7"
"2388","ligand","WNT1","LRP6"
"2389","ligand","WNT1","FZD5"
"2390","ligand","WNT1","LRP5"
"2391","ligand","WNT1","FZD2"
"2392","ligand","WNT1","LRP5"
"2393","ligand","WNT1","FZD8"
"2394","ligand","WNT1","LRP5"
"2395","ligand","WNT1","FZD3"
"2396","ligand","WNT1","LRP5"
"2397","ligand","WNT1","FZD4"
"2398","ligand","WNT1","LRP5"
"2399","ligand","WNT1","FZD10"
"2400","ligand","WNT1","LRP5"
"2401","ligand","WNT1","FZD1"
"2402","ligand","WNT1","LRP5"
"2403","ligand","WNT1","FZD5"
"2404","ligand","WNT1","LRP6"
"2405","ligand","WNT1","FZD2"
"2406","ligand","WNT1","LRP6"
"2407","ligand","WNT1","FZD8"
"2408","ligand","WNT1","LRP6"
"2409","ligand","WNT1","FZD3"
"2410","ligand","WNT1","LRP6"
"2411","ligand","WNT1","FZD4"
"2412","ligand","WNT1","LRP6"
"2413","ligand","WNT1","FZD10"
"2414","ligand","WNT1","LRP6"
"2415","ligand","WNT1","FZD1"
"2416","ligand","WNT1","LRP6"
"2417","ligand","WNT1","CD36"
"2418","ligand","WNT1","RYK"
"2419","ligand","WNT1","ROR2"
"2420","ligand","RLN1","RXFP4"
"2421","ligand","RLN1","RXFP2"
"2422","ligand","RLN1","RXFP1"
"2423","ligand","RLN1","RXFP3"
"2424","ligand","IFNW1","IFNAR1"
"2425","ligand","IFNW1","IFNAR2"
"2426","ligand","IFNA6","IFNAR1"
"2427","ligand","IFNA6","IFNAR2"
"2428","ligand","IFNA4","IFNAR1"
"2429","ligand","IFNA4","IFNAR2"
"2430","ligand","IFNA16","IFNAR1"
"2431","ligand","IFNA16","IFNAR2"
"2432","ligand","IGF1","ITGAV"
"2433","ligand","IGF1","ITGB3"
"2434","ligand","IGF1","ITGA6"
"2435","ligand","IGF1","ITGB4"
"2436","ligand","IGF1","INSR"
"2437","ligand","IGF1","IGF1R"
"2438","ligand","IGF1","IGF2R"
"2439","ligand","APOD","LEPR"
"2440","ligand","S100A8","TLR4"
"2441","ligand","S100A8","ITGB2"
"2442","ligand","S100A8","CD36"
"2443","ligand","S100A8","CD68"
"2444","ligand","S100A8","AGER"
"2445","ligand","INHA","TGFBR3"
"2446","ligand","INHA","ACVR1"
"2447","ligand","IL4","IL2RG"
"2448","ligand","IL4","IL4R"
"2449","ligand","IL4","IL13"
"2450","ligand","IL4","IL13RA1"
"2451","ligand","IL4","IL4R"
"2452","ligand","IL4","IL13RA1"
"2453","ligand","IL4","IL4R"
"2454","ligand","IL4","IL13RA2"
"2455","ligand","IL4","IL4R"
"2456","ligand","IL4","CD53"
"2457","ligand","IL5","CSF2RB"
"2458","ligand","IL5","IL5RA"
"2459","ligand","FGF1","NRP1"
"2460","ligand","FGF1","EGFR"
"2461","ligand","FGF1","FGFR1"
"2462","ligand","FGF1","CD44"
"2463","ligand","FGF1","FGFR2"
"2464","ligand","FGF1","FGFR4"
"2465","ligand","FGF1","FGFR3"
"2466","ligand","FGF1","TGFBR3"
"2467","ligand","FGF1","CSPG4"
"2468","ligand","FGF1","FGFRL1"
"2469","ligand","IL6","IL6R"
"2470","ligand","IL6","IL6ST"
"2471","ligand","IL6","F3"
"2472","ligand","IL6","HRH1"
"2473","ligand","EDN1","EDNRB"
"2474","ligand","EDN1","EDNRA"
"2475","ligand","EDN1","ADGRL4"
"2476","ligand","HLA-DQB2","LAG3"
"2477","ligand","CCK","CCKAR"
"2478","ligand","CCK","CCKBR"
"2479","ligand","S100A9","TLR4"
"2480","ligand","S100A9","ITGB2"
"2481","ligand","S100A9","CD36"
"2482","ligand","S100A9","CD68"
"2483","ligand","S100A9","AGER"
"2484","ligand","APOA4","LDLR"
"2485","ligand","APOA4","LRP2"
"2486","ligand","APOA4","LRP1"
"2487","ligand","GPI","NTRK1"
"2488","ligand","CRH","RAMP2"
"2489","ligand","CRH","RAMP3"
"2490","ligand","CRH","ADRB2"
"2491","ligand","CRH","ADRB3"
"2492","ligand","CRH","TSHR"
"2493","ligand","CRH","VIPR1"
"2494","ligand","CRH","CRHR1"
"2495","ligand","CRH","ADCYAP1R1"
"2496","ligand","CRH","MC2R"
"2497","ligand","CRH","PTH1R"
"2498","ligand","CRH","CRHR2"
"2499","ligand","CRH","GPR20"
"2500","ligand","CRH","GPR84"
"2501","ligand","CALCA","CALCRL"
"2502","ligand","CALCA","RAMP1"
"2503","ligand","CALCA","CALCRL"
"2504","ligand","CALCA","RAMP2"
"2505","ligand","CALCA","CALCRL"
"2506","ligand","CALCA","RAMP3"
"2507","ligand","PRSS1","F2RL2"
"2508","ligand","PRSS1","F2R"
"2509","ligand","PRSS1","F2RL1"
"2510","ligand","PRSS1","PARD3"
"2511","ligand","PRSS1","F2RL3"
"2512","ligand","PRSS2","F2RL2"
"2513","ligand","PRSS2","F2R"
"2514","ligand","PRSS2","F2RL1"
"2515","ligand","PRSS2","PARD3"
"2516","ligand","PRSS2","F2RL3"
"2517","ligand","GRP","NMBR"
"2518","ligand","GRP","GRPR"
"2519","ligand","GRP","BRS3"
"2520","ligand","DCN","TLR4"
"2521","ligand","DCN","TLR2"
"2522","ligand","DCN","EGFR"
"2523","ligand","DCN","MET"
"2524","ligand","DCN","ERBB4"
"2525","ligand","INHBA","TGFBR3"
"2526","ligand","INHBA","BAMBI"
"2527","ligand","LPA","ITGB2"
"2528","ligand","LPA","ITGAM"
"2529","ligand","LPA","LRP2"
"2530","ligand","LPA","LPAR4"
"2531","ligand","LPA","LPAR2"
"2532","ligand","LPA","LPAR3"
"2533","ligand","FGF4","NRP1"
"2534","ligand","FGF4","FGFR1"
"2535","ligand","FGF4","FGFR2"
"2536","ligand","FGF4","FGFR4"
"2537","ligand","FGF4","FGFR3"
"2538","ligand","FGF4","FGFRL1"
"2539","ligand","IL3","CSF2RB"
"2540","ligand","IL3","IL3RA"
"2541","ligand","NMB","NMBR"
"2542","ligand","NMB","GRPR"
"2543","ligand","NMB","BRS3"
"2544","ligand","FGF2","NRP1"
"2545","ligand","FGF2","SDC3"
"2546","ligand","FGF2","GPC4"
"2547","ligand","FGF2","FGFR1"
"2548","ligand","FGF2","CD44"
"2549","ligand","FGF2","SDC1"
"2550","ligand","FGF2","FGFR2"
"2551","ligand","FGF2","FGFR4"
"2552","ligand","FGF2","FGFR3"
"2553","ligand","FGF2","SDC2"
"2554","ligand","FGF2","FGFRL1"
"2555","ligand","CXCL1","ADRA2A"
"2556","ligand","CXCL1","CXCR1"
"2557","ligand","CXCL1","CXCR2"
"2558","ligand","CXCL1","MTNR1A"
"2559","ligand","CXCL1","GRM7"
"2560","ligand","CXCL1","ACKR1"
"2561","ligand","LGALS1","ITGB1"
"2562","ligand","LGALS1","PTPRC"
"2563","ligand","WNT2","FZD9"
"2564","ligand","WNT2","LRP5"
"2565","ligand","WNT2","FZD9"
"2566","ligand","WNT2","LRP6"
"2567","ligand","WNT2","FZD6"
"2568","ligand","WNT2","LRP5"
"2569","ligand","WNT2","FZD6"
"2570","ligand","WNT2","LRP6"
"2571","ligand","WNT2","FZD7"
"2572","ligand","WNT2","LRP5"
"2573","ligand","WNT2","FZD7"
